Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,214308,-,-,-,36.93,-117.66,0,1284,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Speed,Wind Direction
2002,1,1,0,0,0,1542,161,875,1141.5,249
2002,1,1,0,30,0,1542,162,875,1211.9,249
2002,1,1,1,0,0,1542,162,876,1282.5,250
2002,1,1,1,30,0,1542,167,876,1353.4,250
2002,1,1,2,0,0,1542,166,876,1424.2,250
2002,1,1,2,30,0,1542,178,876,1495.1000000000001,251
2002,1,1,3,0,0,1285,178,876,1565.6000000000001,251
2002,1,1,3,30,0,1285,189,876,1635.3000000000002,252
2002,1,1,4,0,0,1285,189,876,1702.2,252
2002,1,1,4,30,0,1285,178,876,1751.8000000000002,252
2002,1,1,5,0,0,1285,178,876,1726.6000000000001,253
2002,1,1,5,30,25.6,1285,178,876,1663.1000000000001,253
2002,1,1,6,0,0,1285,176,876,1594.1000000000001,254
2002,1,1,6,30,25.6,1285,175,876,1523.8000000000002,254
2002,1,1,7,0,102.4,1285,174,876,1453,255
2002,1,1,7,30,0,1028,173,876,219.9,365
2002,1,1,8,0,0,1028,172,876,191.10000000000002,365
2002,1,1,8,30,0,1028,171,875,180.5,365
2002,1,1,9,0,0.1,1028,171,875,191,365
2002,1,1,9,30,25.700000000000003,1028,171,875,219.60000000000002,365
2002,1,1,10,0,77.10000000000001,1028,171,875,260.3,366
2002,1,1,10,30,77.10000000000001,1028,170,875,308.20000000000005,366
2002,1,1,11,0,77.10000000000001,1028,169,875,360.1,366
2002,1,1,11,30,77.10000000000001,1028,169,875,414.5,366
2002,1,1,12,0,77.10000000000001,1028,169,875,470,365
2002,1,1,12,30,76.9,1028,159,875,526.1,364
2002,1,1,13,0,77.10000000000001,1028,159,875,582.3000000000001,362
2002,1,1,13,30,77.10000000000001,1028,163,875,638,361
2002,1,1,14,0,77.2,514,163,944,693.1,359
2002,1,1,14,30,76.9,514,168,945,747.1,357
2002,1,1,15,0,77.10000000000001,514,167,945,799.6,356
2002,1,1,15,30,76.9,514,171,945,849.9000000000001,355
2002,1,1,16,0,77.10000000000001,514,171,945,895.7,355
2002,1,1,16,30,77.10000000000001,514,175,945,946.7,354
2002,1,1,17,0,77.10000000000001,514,175,945,989.9000000000001,354
2002,1,1,17,30,77.10000000000001,514,180,945,1029.5,353
2002,1,1,18,0,76.9,514,180,945,1064.7,353
2002,1,1,18,30,76.9,514,188,945,1094.8,352
2002,1,1,19,0,76.9,514,188,945,1119.3,352
2002,1,1,19,30,76.9,514,188,945,1137.3,352
2002,1,1,20,0,76.9,514,187,945,1148.4,352
2002,1,1,20,30,76.9,514,182,945,1152.2,353
2002,1,1,21,0,77.10000000000001,514,182,945,1148.5,354
2002,1,1,21,30,77.10000000000001,514,178,945,1137.5,355
2002,1,1,22,0,77.10000000000001,514,175,945,1119.6000000000001,356
2002,1,1,22,30,77.10000000000001,514,172,945,1095.2,357
2002,1,1,23,0,0.1,514,169,945,1065.1000000000001,358
2002,1,1,23,30,0,514,166,945,1030,359
2002,1,2,0,0,0,514,163,945,990.5,360
2002,1,2,0,30,0,514,161,945,947.3000000000001,360
2002,1,2,1,0,0,514,159,945,896.2,362
2002,1,2,1,30,0,514,157,944,850.5,363
2002,1,2,2,0,0,514,155,944,800.2,364
2002,1,2,2,30,0,514,153,944,747.8000000000001,364
2002,1,2,3,0,0,514,151,944,693.8000000000001,363
2002,1,2,3,30,0,514,149,944,638.8000000000001,361
2002,1,2,4,0,25.6,514,147,944,583,359
2002,1,2,4,30,0,514,145,944,526.8000000000001,357
2002,1,2,5,0,0,514,144,944,470.70000000000005,356
2002,1,2,5,30,0,514,142,944,415.1,355
2002,1,2,6,0,0,514,142,944,360.8,355
2002,1,2,6,30,0,514,141,943,308.70000000000005,355
2002,1,2,7,0,0,514,142,943,260.8,355
2002,1,2,7,30,0,514,143,943,219.9,356
2002,1,2,8,0,0,514,143,943,191,357
2002,1,2,8,30,0,514,146,942,180.20000000000002,358
2002,1,2,9,0,25.6,514,146,942,190.5,360
2002,1,2,9,30,25.700000000000003,514,151,942,219.10000000000002,362
2002,1,2,10,0,25.700000000000003,514,151,941,259.7,364
2002,1,2,10,30,25.6,514,154,941,307.6,367
2002,1,2,11,0,25.700000000000003,514,154,941,359.6,370
2002,1,2,11,30,25.700000000000003,514,159,940,413.90000000000003,372
2002,1,2,12,0,25.700000000000003,514,159,940,469.40000000000003,374
2002,1,2,12,30,25.700000000000003,514,163,940,525.5,375
2002,1,2,13,0,25.700000000000003,514,163,940,581.7,374
2002,1,2,13,30,25.700000000000003,514,166,939,637.5,373
2002,1,2,14,0,25.700000000000003,514,166,939,692.5,374
2002,1,2,14,30,25.700000000000003,514,169,939,746.5,374
2002,1,2,15,0,25.700000000000003,514,169,939,799,375
2002,1,2,15,30,25.700000000000003,514,172,939,849.3000000000001,375
2002,1,2,16,0,76.9,514,172,939,895.2,375
2002,1,2,16,30,76.9,514,177,939,946.2,376
2002,1,2,17,0,76.9,514,177,939,989.4000000000001,375
2002,1,2,17,30,77.10000000000001,514,184,939,1029,375
2002,1,2,18,0,77.10000000000001,514,184,939,1064.2,374
2002,1,2,18,30,76.9,514,194,939,1094.4,373
2002,1,2,19,0,25.700000000000003,514,194,939,1118.9,371
2002,1,2,19,30,25.700000000000003,514,193,938,1136.9,370
2002,1,2,20,0,25.700000000000003,771,193,938,1148.1000000000001,369
2002,1,2,20,30,25.700000000000003,771,187,938,1151.9,368
2002,1,2,21,0,25.700000000000003,771,187,938,1148.3,367
2002,1,2,21,30,25.700000000000003,771,183,938,1137.4,367
2002,1,2,22,0,25.700000000000003,771,183,938,1119.5,366
2002,1,2,22,30,25.700000000000003,771,182,938,1095.2,366
2002,1,2,23,0,25.700000000000003,771,181,938,1065.1000000000001,366
2002,1,2,23,30,0.1,771,178,938,1030,366
2002,1,3,0,0,0,771,175,938,990.6,366
2002,1,3,0,30,0,771,173,938,947.4000000000001,366
2002,1,3,1,0,0,771,171,937,896.3000000000001,366
2002,1,3,1,30,0,771,170,937,850.7,367
2002,1,3,2,0,0,1028,168,937,800.4000000000001,367
2002,1,3,2,30,0,1028,167,937,748,368
2002,1,3,3,0,0,1028,165,936,694,368
2002,1,3,3,30,0,1028,163,936,639,369
2002,1,3,4,0,0,1028,161,936,583.2,369
2002,1,3,4,30,0,1285,159,937,527.1,370
2002,1,3,5,0,0,1285,157,937,471,370
2002,1,3,5,30,0,1542,155,937,415.40000000000003,371
2002,1,3,6,0,0,1799,153,937,361,371
2002,1,3,6,30,0,2056,152,937,308.90000000000003,371
2002,1,3,7,0,0,2056,153,937,260.90000000000003,371
2002,1,3,7,30,0,2313,155,937,219.9,372
2002,1,3,8,0,0,2570,159,937,190.9,371
2002,1,3,8,30,0,2570,164,937,179.9,371
2002,1,3,9,0,0.1,2570,164,937,190.20000000000002,370
2002,1,3,9,30,25.700000000000003,2570,164,937,218.60000000000002,370
2002,1,3,10,0,25.700000000000003,2570,164,936,259.2,369
2002,1,3,10,30,77.10000000000001,2570,160,936,307.1,368
2002,1,3,11,0,77.10000000000001,2570,160,936,359,368
2002,1,3,11,30,25.700000000000003,2570,161,937,413.40000000000003,368
2002,1,3,12,0,76.9,2570,161,937,468.90000000000003,367
2002,1,3,12,30,25.700000000000003,2570,164,937,525,366
2002,1,3,13,0,25.900000000000002,2570,164,937,581.2,366
